Angular field frequency / N (m3/s)        0.1500E-13
Gas temperature (K)                        3000.    
Ionization degree                          0.000    
Electron density (1/m3)                   0.5000E+19
Wave number / N (m2)                       0.000    
Longitudinal diffusion                     0.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Precision                                 0.1000E-12
Convergence                               0.1000E-04
Maximum # of iterations                    100.0    
Mole fraction Ar                          0.9800    
Mole fraction H                            0.000    
Mole fraction H2                          0.2000E-01


Energy (eV) 	Electric field / N (Td)                                         
0.7690	0.1010E-13
1.725	0.2379E-13
3.104	0.4179E-13
4.206	0.5717E-13
4.786	0.6448E-13
5.127	0.7005E-13
5.373	0.7633E-13
5.578	0.8282E-13
5.762	0.8901E-13
5.935	0.9439E-13
6.099	0.9903E-13
6.258	0.1030E-12
6.412	0.1067E-12
6.563	0.1102E-12
6.711	0.1137E-12
6.857	0.1173E-12
7.002	0.1211E-12
7.146	0.1251E-12
7.290	0.1293E-12
7.435	0.1337E-12
7.582	0.1384E-12
7.730	0.1431E-12
7.880	0.1480E-12
8.034	0.1530E-12
8.191	0.1582E-12
8.350	0.1635E-12
8.515	0.1688E-12
8.683	0.1743E-12
8.856	0.1798E-12
9.034	0.1853E-12
9.217	0.1908E-12
9.405	0.1965E-12
9.602	0.2019E-12
9.800	0.2076E-12
10.01	0.2129E-12
10.22	0.2184E-12
10.44	0.2237E-12
10.67	0.2292E-12
10.91	0.2343E-12
11.15	0.2395E-12
11.40	0.2447E-12
11.66	0.2498E-12
11.92	0.2546E-12
12.20	0.2594E-12
12.48	0.2642E-12
12.77	0.2687E-12
13.07	0.2734E-12
13.38	0.2776E-12
13.71	0.2820E-12
14.03	0.2863E-12
14.36	0.2909E-12
14.72	0.2943E-12
15.09	0.2982E-12
15.45	0.3021E-12
15.82	0.3064E-12
16.22	0.3101E-12
16.62	0.3134E-12
17.04	0.3168E-12
17.46	0.3203E-12
17.89	0.3241E-12
18.34	0.3275E-12
18.80	0.3305E-12
19.28	0.3336E-12
19.74	0.3373E-12
20.24	0.3402E-12
20.76	0.3428E-12
21.27	0.3463E-12
21.80	0.3494E-12
22.35	0.3521E-12
22.92	0.3549E-12
23.47	0.3585E-12
24.06	0.3610E-12
24.67	0.3635E-12
25.28	0.3663E-12
25.89	0.3696E-12
26.52	0.3724E-12
27.19	0.3745E-12
27.88	0.3763E-12


Energy (eV)	Effect. mom. transfer fraction
0.9224E-01	0.9977
0.1664	0.9894
0.7690	0.8375
1.725	0.7244
3.104	0.5980
4.206	0.5092
4.786	0.4631
5.127	0.4494
5.373	0.4537
5.578	0.4640
5.762	0.4751
5.935	0.4842
6.099	0.4914
6.258	0.4972
6.412	0.5028
6.563	0.5084
6.711	0.5150
6.857	0.5223
7.002	0.5305
7.146	0.5400
7.290	0.5502
7.435	0.5612
7.582	0.5733
7.730	0.5852
7.880	0.5976
8.034	0.6103
8.191	0.6233
8.350	0.6365
8.515	0.6497
8.683	0.6630
8.856	0.6762
9.034	0.6895
9.217	0.7024
9.405	0.7155
9.602	0.7285
9.800	0.7406
10.01	0.7530
10.22	0.7648
10.44	0.7767
10.67	0.7879
10.91	0.7990
11.15	0.8094
11.40	0.8200
11.66	0.8299
11.92	0.8394
12.20	0.8485
12.48	0.8571
12.77	0.8655
13.07	0.8730
13.38	0.8807
13.71	0.8882
14.03	0.8952
14.36	0.9011
14.72	0.9072
15.09	0.9129
15.45	0.9185
15.82	0.9238
16.22	0.9288
16.62	0.9331
17.04	0.9373
17.46	0.9413
17.89	0.9455
18.34	0.9490
18.80	0.9524
19.28	0.9554
19.74	0.9581
20.24	0.9607
20.76	0.9633
21.27	0.9657
21.80	0.9681
22.35	0.9704
22.92	0.9726
23.47	0.9745
24.06	0.9763
24.67	0.9781
25.28	0.9798
25.89	0.9815
26.52	0.9825
27.19	0.9835
27.88	0.9844


Energy (eV)	Temporal growth coef. (m3/s)
0.9224E-01	0.000
0.1664	0.000
0.7690	0.000
1.725	0.1538E-33
3.104	0.7251E-28
4.206	0.1326E-23
4.786	0.3637E-21
5.127	0.7571E-20
5.373	0.7543E-19
5.578	0.3908E-18
5.762	0.1367E-17
5.935	0.3669E-17
6.099	0.8184E-17
6.258	0.1593E-16
6.412	0.2801E-16
6.563	0.4552E-16
6.711	0.6954E-16
6.857	0.1012E-15
7.002	0.1414E-15
7.146	0.1912E-15
7.290	0.2516E-15
7.435	0.3236E-15
7.582	0.4081E-15
7.730	0.5059E-15
7.880	0.6180E-15
8.034	0.7454E-15
8.191	0.8888E-15
8.350	0.1049E-14
8.515	0.1227E-14
8.683	0.1424E-14
8.856	0.1640E-14
9.034	0.1877E-14
9.217	0.2134E-14
9.405	0.2413E-14
9.602	0.2718E-14
9.800	0.3040E-14
10.01	0.3393E-14
10.22	0.3766E-14
10.44	0.4169E-14
10.67	0.4592E-14
10.91	0.5048E-14
11.15	0.5526E-14
11.40	0.6034E-14
11.66	0.6568E-14
11.92	0.7134E-14
12.20	0.7726E-14
12.48	0.8345E-14
12.77	0.9000E-14
13.07	0.9669E-14
13.38	0.1038E-13
13.71	0.1112E-13
14.03	0.1189E-13
14.36	0.1266E-13
14.72	0.1350E-13
15.09	0.1436E-13
15.45	0.1523E-13
15.82	0.1612E-13
16.22	0.1706E-13
16.62	0.1802E-13
17.04	0.1901E-13
17.46	0.2002E-13
17.89	0.2104E-13
18.34	0.2210E-13
18.80	0.2320E-13
19.28	0.2431E-13
19.74	0.2540E-13
20.24	0.2656E-13
20.76	0.2776E-13
21.27	0.2891E-13
21.80	0.3012E-13
22.35	0.3137E-13
22.92	0.3262E-13
23.47	0.3383E-13
24.06	0.3513E-13
24.67	0.3644E-13
25.28	0.3776E-13
25.89	0.3904E-13
26.52	0.4036E-13
27.19	0.4174E-13
27.88	0.4315E-13


